Number of Blanks,Rank,Name,Platform,Console,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
0,5078,Marvel Super Hero Squad,Wii,Wii,2009,Fighting,THQ,0.31,0.03,0,0.03,0.38
0,5079,The House of the Dead: Overkill - Extended Cut,PS3,PS3,2011,Shooter,Sega,0.15,0.17,0,0.06,0.38
0,5080,The Golden Compass,PSP,PSP,,Action,Sega,0.11,0.16,0,0.1,0.38
0,5081,Harry Potter and the Prisoner of Azkaban,GC,GC,2004,Action,Electronic Arts,0.29,0.08,0,0.01,0.38
0,5082,Quake 4,X360,X360,2005,Shooter,Activision,0.32,0.03,0,0.03,0.38
0,5083,Petz Rescue: Ocean Patrol,DS,DS,2008,Adventure,Ubisoft,0.35,0,0,0.03,0.37
0,5084,Solaris,2600,Atari2600,1986,Shooter,Atari,0.35,0.02,0,0,0.37
0,5085,Puppy Palace,DS,DS,2008,Simulation,Ubisoft,0.35,0,0,0.03,0.37
0,5086,Super Dragon Ball Z,PS2,PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37
0,5087,Paws & Claws: Pampered Pets,DS,DS,2009,Simulation,THQ,0.35,0,0,0.03,0.37
0,5088,ESPN: Sports Connection,WiiU,WiiU,2012,Sports,Ubisoft,0.21,0.12,0,0.04,0.37
0,5089,Alien: Isolation,PS3,PS3,2014,Shooter,Sega,0.12,0.19,0,0.07,0.37
0,5090,Naruto Shippuden: Ninja Destiny 2,DS,DS,2008,Fighting,Takara Tomy,0.19,0.03,0.13,0.02,0.37
0,5091,SAW,PS3,PS3,2009,Action,Konami Digital Entertainment,0.13,0.17,0,0.07,0.37
0,5092,The Legend of Spyro: The Eternal Night,DS,DS,2007,Platform,Vivendi Games,0.32,0.03,0,0.03,0.37
0,5093,Tobal 2,PS,PS,1997,Fighting,SquareSoft,0,0,0.35,0.02,0.37
0,5094,Digging for Dinosaurs,DS,DS,2010,Action,Scholastic Inc.,0.35,0,0,0.02,0.37
0,5095,Trivial Pursuit,X360,X360,2009,Misc,Electronic Arts,0.12,0.21,0,0.04,0.37
0,5096,Tiger Woods PGA Tour 09,PS2,PS2,2008,Sports,Electronic Arts,0.16,0,0,0.21,0.37
0,5097,Ultimate Spider-Man,GC,GC,2005,Action,Activision,0.29,0.07,0,0.01,0.37
0,5098,Life is Strange,PS4,PS4,2016,Adventure,Square Enix,0.14,0.15,0.03,0.06,0.37
0,5099,Kingdom Under Fire: Circle of Doom,X360,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.04,0.37
0,5100,NBA Inside Drive 2002,XB,XB,2002,Sports,Microsoft Game Studios,0.28,0.08,0,0.01,0.37
0,5101,The BIGS,Wii,Wii,2007,Sports,Take-Two Interactive,0.34,0,0,0.03,0.37
0,5102,Major League Baseball 2K6,X360,X360,2006,Sports,Spike,0.34,0,0,0.03,0.37
0,5103,Kileak: The DNA Imperative,PS,PS,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
0,5104,Petz: Catz 2,PS2,PS2,2006,Simulation,Ubisoft,0.18,0.14,0,0.05,0.37
0,5105,Mini Ninjas,Wii,Wii,2009,Action,Eidos Interactive,0.17,0.17,0,0.04,0.37
0,5106,Tom Clancy's The Division,PC,PC,2016,Shooter,Ubisoft,0.2,0.14,0,0.03,0.37
0,5107,Phantasy Star Portable 2: Infinity,PSP,PSP,2011,Role-Playing,Sega,0,0,0.37,0,0.37
0,5108,Hell's Kitchen: The Game,DS,DS,2008,Simulation,Ubisoft,0.34,0.01,0,0.03,0.37
0,5109,LEGO Dimensions,XOne,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.21,0.13,0,0.03,0.37
0,5110,"Monsters, Inc. Scream Arena",GC,GC,2002,Platform,THQ,0.29,0.07,0,0.01,0.37
0,5111,Reel Fishing III,PS2,PS2,2003,Sports,Natsume,0.18,0.14,0,0.05,0.37
0,5112,Cabela's Deer Hunt 2005 Season,PS2,PS2,2004,Sports,Activision,0.18,0.14,0,0.05,0.37
0,5113,Prince of Persia: The Forgotten Sands,PSP,PSP,2010,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37
0,5114,Rampage: Total Destruction,PS2,PS2,2006,Action,Midway Games,0.18,0.14,0,0.05,0.37
0,5115,High Heat Major League Baseball 2003,PS2,PS2,2002,Sports,3DO,0.18,0.14,0,0.05,0.37
0,5116,Madden NFL 11,PSP,PSP,2010,Sports,Electronic Arts,0.35,0,0,0.03,0.37
0,5117,Super Formation Soccer 94,SNES,SNES,1994,Sports,Human Entertainment,0,0,0.37,0,0.37
0,5118,Panzer Dragoon,SAT,SAT,1995,Shooter,Sega,0,0,0.37,0,0.37
0,5119,Tiger Woods PGA Tour 12: The Masters,Wii,Wii,2011,Sports,Electronic Arts,0.21,0.13,0,0.03,0.37
0,5120,Rage,PC,PC,2011,Shooter,Bethesda Softworks,0.14,0.18,0,0.06,0.37
0,5121,Spider-Man: Friend or Foe,PS2,PS2,2007,Action,Activision,0.31,0.01,0,0.05,0.37
0,5122,Yarudora Series Vol.1: Double Cast,PS,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.35,0.02,0.37
0,5123,Dungeon Siege III,X360,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37
0,5124,Juiced 2: Hot Import Nights,PSP,PSP,2007,Racing,THQ,0.06,0.2,0,0.11,0.37
0,5125,Rec Room Games,Wii,Wii,2009,Sports,Destineer,0.35,0,0,0.02,0.37
0,5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,N64,2000,Role-Playing,ChunSoft,0,0,0.32,0.05,0.37
0,5127,Turok: Rage Wars,N64,N64,1999,Shooter,Acclaim Entertainment,0.3,0.06,0,0,0.37
0,5128,Scooby-Doo! Classic Creep Capers,N64,N64,2000,Action,THQ,0.3,0.06,0,0,0.37
0,5129,Dragonfire,2600,Atari2600,1981,Action,Imagic,0.35,0.02,0,0,0.37
0,5130,Custom Robo,GC,GC,2004,Role-Playing,Nintendo,0.29,0.07,0,0.01,0.37
0,5131,FIFA Soccer 13,PSP,PSP,2012,Action,Electronic Arts,0.05,0.19,0.02,0.1,0.37
0,5132,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,PS3,2009,Strategy,Electronic Arts,0.14,0.17,0,0.06,0.37
0,5133,Harry Potter and the Order of the Phoenix,PSP,PSP,2007,Action,Electronic Arts,0.1,0.17,0,0.1,0.37
0,5134,Medieval II: Total War Gold Edition,PC,PC,2008,Strategy,Sega,0,0.33,0,0.03,0.37
0,5135,Pac-Man World 2,GC,GC,2002,Action,Nintendo,0.28,0.07,0,0.01,0.37
0,5136,Kotoba no Puzzle: Mojipittan DS,DS,DS,2007,Puzzle,Namco Bandai Games,0,0,0.37,0,0.37
0,5137,Barbie Horse Adventures: Blue Ribbon Race,GBA,GBA,2003,Sports,Knowledge Adventure,0.26,0.1,0,0.01,0.37
0,5138,Bionic Commando,PS3,PS3,2009,Platform,Capcom,0.12,0.17,0.01,0.07,0.37
0,5139,Wanted: Weapons of Fate,X360,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0,0.04,0.37
0,5140,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,GBA,2003,Adventure,Square Enix,0,0,0.36,0.01,0.37
0,5141,Dishonored,PS4,PS4,2015,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37
0,5142,Marvel: Ultimate Alliance,PSP,PSP,2006,Role-Playing,Activision,0.33,0,0,0.03,0.37
0,5143,NFL Street 2 Unleashed,PSP,PSP,2005,Sports,Electronic Arts,0.34,0,0,0.03,0.37
0,5144,Super Robot Taisen EX,SNES,SNES,1994,Strategy,Banpresto,0,0,0.37,0,0.37
0,5145,FIFA Street 2,PS2,PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37
0,5146,Bottom of the 9th,N64,N64,1999,Sports,Konami Digital Entertainment,0.37,0,0,0,0.37
0,5147,Theatrhythm Final Fantasy: Curtain Call,3DS,3DS,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37
0,5148,Trauma Center: Under the Knife,DS,DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.37
0,5149,Shin Megami Tensei II,SNES,SNES,1994,Role-Playing,Atlus,0,0,0.37,0,0.37
0,5150,Xenosaga Episode III: Also sprach Zarathustra,PS2,PS2,2006,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37
0,5151,Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,Wii,2008,Simulation,Game Factory,0.34,0,0,0.03,0.37
0,5152,Sid Meier's Civilization: Beyond Earth,PC,PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0,0.03,0.37
0,5153,Need for Speed: The Run,PC,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.07,0.37
0,5154,Virtua Fighter 3tb,DC,DC,1998,Fighting,Sega,0,0,0.37,0,0.37
0,5155,Transformers: Dark of the Moon,PS3,PS3,2011,Action,Activision,0.11,0.19,0,0.07,0.37
0,5156,Mini-Yonku GB: Let's & Go!!,GB,GB,1997,Strategy,ASCII Entertainment,0,0,0.37,0,0.37
0,5157,Skylanders SWAP Force,PS4,PS4,2013,Platform,Activision,0.2,0.12,0,0.05,0.37
0,5158,LEGO Batman 2: DC Super Heroes,PSV,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.17,0.13,0,0.06,0.37
0,5159,Rock Band 4,PS4,PS4,2015,Misc,Harmonix Music Systems,0.25,0.05,0,0.07,0.37
0,5160,Left 4 Dead 2,PC,PC,2009,Shooter,Valve Software,0,0.32,0,0.04,0.37
0,5161,The Sims 2: Castaway,PS2,PS2,2007,Simulation,Electronic Arts,0.3,0.01,0,0.05,0.37
0,5162,NCAA Football 07,PSP,PSP,2006,Sports,Electronic Arts,0.34,0,0,0.03,0.37
0,5163,The Chronicles of Narnia: Prince Caspian,Wii,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03,0.36
0,5164,NBA Live 2003,XB,XB,,Sports,Electronic Arts,0.31,0.04,0,0.01,0.36
0,5165,Dreamworks Madagascar Kartz,DS,DS,2009,Racing,Activision,0.25,0.08,0,0.03,0.36
0,5166,My Horse & Me,DS,DS,2007,Sports,Atari,0.33,0,0,0.03,0.36
0,5167,GoldenEye: Rogue Agent,GC,GC,2004,Shooter,Electronic Arts,0.28,0.07,0,0.01,0.36
0,5168,Zero4 Champ RR,SNES,SNES,1994,Sports,Media Rings,0,0,0.36,0,0.36
0,5169,Dragon Ball Z: Infinite World,PS2,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36
0,5170,Nonomura Byoin no Hitobito,SAT,SAT,1996,Adventure,Elf,0,0,0.36,0,0.36
0,5171,Tom Clancy's HAWX 2,X360,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36
0,5172,ESPN X Games Skateboarding,PS2,PS2,2001,Sports,Konami Digital Entertainment,0.18,0.14,0,0.05,0.36
0,5173,Bejeweled 3,DS,DS,,Puzzle,Unknown,0.32,0.02,0,0.03,0.36
0,5174,Resident Evil Zero,PS4,PS4,2016,Action,Capcom,0.09,0.17,0.05,0.05,0.36
0,5175,Super Fire ProWrestling Special,SNES,SNES,1994,Fighting,Human Entertainment,0,0,0.36,0,0.36
0,5176,Yuu Yuu Hakusho,SNES,SNES,1993,Fighting,Namco Bandai Games,0,0,0.36,0,0.36
0,5177,Kamaitachi no Yoru 2,PS2,PS2,2002,Adventure,ChunSoft,0,0,0.36,0,0.36
0,5178,High Heat Major League Baseball 2004,PS2,PS2,2003,Sports,3DO,0.18,0.14,0,0.05,0.36
0,5179,Robots,PS2,PS2,2005,Action,Vivendi Games,0.18,0.14,0,0.05,0.36
0,5180,NARC,PS2,PS2,2005,Shooter,Midway Games,0.18,0.14,0,0.05,0.36
0,5181,One Piece: Gigant Battle!,DS,DS,2010,Fighting,Namco Bandai Games,0,0,0.36,0,0.36
0,5182,Valkyrie Profile: Lenneth,PSP,PSP,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36
0,5183,Tiger Woods PGA Tour 09,PSP,PSP,2008,Sports,Electronic Arts,0.07,0.19,0,0.1,0.36
0,5184,Metro: Last Light,X360,X360,2013,Action,Deep Silver,0.17,0.16,0,0.03,0.36
0,5185,Tiger Woods PGA Tour 14,X360,X360,2013,Sports,Electronic Arts,0.21,0.13,0,0.03,0.36
0,5186,LocoRoco 2,PSP,PSP,2008,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36
0,5187,Monster Rancher 3,PS2,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36
0,5188,The Incredibles: Rise of the Underminer,PS2,PS2,2005,Action,THQ,0.18,0.14,0,0.05,0.36
0,5189,Spider-Man: Shattered Dimensions,X360,X360,2010,Action,Activision,0.24,0.09,0,0.03,0.36
0,5190,BlazBlue: Calamity Trigger,X360,X360,2009,Fighting,PQube,0.21,0.08,0.04,0.03,0.36
0,5191,MechWarrior 2: 31st Century Combat,PS,PS,1997,Simulation,Activision,0.2,0.14,0,0.02,0.36
0,5192,Earth Defense Force 2025,PS3,PS3,2013,Shooter,D3Publisher,0.04,0.03,0.27,0.02,0.36
0,5193,Hamtaro: Ham-Ham Heartbreak,GBA,GBA,2002,Action,Nintendo,0.26,0.1,0,0.01,0.36
0,5194,Okage: Shadow King,PS2,PS2,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36
0,5195,Press Your Luck 2010 Edition,Wii,Wii,2009,Misc,Ubisoft,0.33,0,0,0.03,0.36
0,5196,Mobile Suit Z-Gundam,PS,PS,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36
0,5197,Cubix Robots for Everyone: Clash 'n' Bash,GBA,GBA,,Action,Unknown,0.26,0.1,0,0.01,0.36
0,5198,Tropico 4,X360,X360,,Strategy,Kalypso Media,0.2,0.13,0,0.03,0.36
0,5199,Speed Racer: The Videogame,DS,DS,2008,Racing,Warner Bros. Interactive Entertainment,0.29,0.05,0,0.03,0.36
0,5200,NHL 2K10,Wii,Wii,2009,Sports,Take-Two Interactive,0.33,0.01,0,0.03,0.36
0,5201,Assassin's Creed III,WiiU,WiiU,2012,Action,Ubisoft,0.19,0.13,0,0.03,0.36
0,5202,Kirby's Dream Land 3,SNES,SNES,1997,Platform,Nintendo,0,0,0.36,0,0.36
0,5203,Big Bass World Championship,PS,PS,1997,Sports,Starfish,0.2,0.14,0,0.02,0.36
0,5204,NFL GameDay 2001,PS2,PS2,2000,Sports,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
0,5205,NBA 2K6,XB,XB,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01,0.36
0,5206,Jurassic Park,NES,NES,1993,Action,Ocean,0.25,0.1,0,0.01,0.36
0,5207,Mystical Ninja starring Goemon,N64,N64,1997,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36
0,5208,Tetrisphere,N64,N64,1997,Puzzle,Nintendo,0.29,0.06,0,0,0.36
0,5209,Saban's Power Rangers: Lightspeed Rescue,N64,N64,2000,Action,THQ,0.29,0.06,0,0,0.36
0,5210,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,PSV,2013,Fighting,Marvelous Entertainment,0.13,0.02,0.16,0.05,0.36
0,5211,North American Hunting Extravaganza,Wii,Wii,2008,Sports,Zushi Games,0.33,0,0,0.03,0.36
0,5212,World's Scariest Police Chases,PS,PS,2001,Racing,Activision,0.2,0.14,0,0.02,0.36
0,5213,Guitar Hero: Smash Hits,PS3,PS3,2009,Misc,Activision,0.2,0.11,0,0.05,0.36
0,5214,Shaun Palmer's Pro Snowboarder,GBA,GBA,2001,Sports,Activision,0.26,0.1,0,0.01,0.36
0,5215,AMF Bowling World Lanes,Wii,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03,0.36
0,5216,MechAssault 2: Lone Wolf,XB,XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01,0.36
0,5217,Middle-Earth: Shadow of Mordor,PC,PC,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0,0.04,0.36
0,5218,Hamster Club 3,GBA,GBA,2002,Simulation,Jorudan,0,0,0.35,0.01,0.36
0,5219,Breath of Fire II,SNES,SNES,1994,Role-Playing,Laguna,0,0,0.36,0,0.36
0,5220,Call of Duty: Ghosts,WiiU,WiiU,2013,Shooter,Activision,0.23,0.09,0.01,0.03,0.36
0,5221,LEGO Racers,PS,PS,1999,Racing,LEGO Media,0.2,0.14,0,0.02,0.36
0,5222,NBA 2K12,Wii,Wii,2011,Sports,Take-Two Interactive,0.3,0.03,0,0.02,0.36
0,5223,Teenage Mutant Ninja Turtles: Smash-Up,Wii,Wii,2009,Fighting,Ubisoft,0.33,0,0,0.03,0.36
0,5224,Kinectimals: Now with Bears!,X360,X360,2011,Misc,Microsoft Game Studios,0.27,0.06,0,0.03,0.36
0,5225,ESPN NFL Football,XB,XB,2003,Sports,Sega,0.27,0.08,0,0.01,0.36
0,5226,ATV/Monster Truck Mayhem,DS,DS,2007,Racing,"Destination Software, Inc",0.33,0,0,0.02,0.36
0,5227,Naruto: Ultimate Ninja 3 (JP sales),PS2,PS2,2005,Fighting,Atari,0,0,0.36,0,0.36
0,5228,Just Dance 2016,X360,X360,2015,Misc,Ubisoft,0.23,0.1,0,0.03,0.36
0,5229,Worms: Open Warfare 2,DS,DS,2007,Strategy,THQ,0.07,0.25,0,0.04,0.36
0,5230,Rapala Pro Fishing,PS2,PS2,2004,Sports,Zoo Digital Publishing,0.18,0.14,0,0.05,0.36
0,5231,J-League Pro Soccer Club o Tsukurou '04,PS2,PS2,2004,Sports,Sega,0,0,0.36,0,0.36
0,5232,Dark Void,PS3,PS3,2010,Action,Capcom,0.18,0.12,0,0.06,0.36
0,5233,James Bond 007: Legends,PS3,PS3,2012,Shooter,Activision,0.11,0.17,0,0.07,0.36
0,5234,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,PSP,2012,Strategy,Namco Bandai Games,0,0,0.36,0,0.36
0,5235,WWE '12,Wii,Wii,2011,Fighting,THQ,0.24,0.09,0,0.03,0.36
0,5236,Disney's The Haunted Mansion,PS2,PS2,2003,Platform,Take-Two Interactive,0.18,0.14,0,0.05,0.36
0,5237,Arc the Lad: Twilight of the Spirits,PS2,PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
0,5238,Dance Dance Revolution 3rdMix,PS,PS,2000,Simulation,Konami Digital Entertainment,0,0,0.33,0.02,0.36
0,5239,Ryu Ga Gotoku Kenzan!,PS3,PS3,2008,Adventure,Sega,0,0,0.36,0,0.36
0,5240,U-Sing,Wii,Wii,2009,Misc,Mindscape,0,0.32,0,0.03,0.36
0,5241,Super Robot Taisen A,GBA,GBA,2001,Strategy,Banpresto,0,0,0.35,0.01,0.36
0,5242,Tomb Raider (2013),PC,PC,,Action,Square Enix,0.06,0.25,0,0.05,0.36
0,5243,Chicken Shoot,Wii,Wii,2007,Action,Zoo Digital Publishing,0.33,0.01,0,0.02,0.36
0,5244,Company of Heroes 2,PC,PC,2013,Strategy,THQ,0.06,0.25,0,0.05,0.36
0,5245,Defiance,PS3,PS3,2013,Shooter,Trion Worlds,0.19,0.11,0,0.05,0.36
0,5246,We Sing Deutsche Hits,Wii,Wii,2011,Misc,Nordic Games,0,0.31,0,0.05,0.36
0,5247,Boxer's Road,PS,PS,1995,Fighting,New,0,0,0.33,0.02,0.36
0,5248,Frogs And Flies,2600,Atari2600,1981,Action,Mattel Interactive,0.33,0.02,0,0,0.36
0,5249,DanceDanceRevolution,Wii,Wii,2010,Simulation,Konami Digital Entertainment,0.29,0.04,0,0.02,0.36
0,5250,Harry Potter and the Chamber of Secrets,XB,XB,2002,Action,Electronic Arts,0.27,0.08,0,0.01,0.36
0,5251,EA Sports MMA,X360,X360,2010,Fighting,Electronic Arts,0.23,0.1,0,0.03,0.36
0,5252,Toriko: Gourmet Survival!,PSP,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.36,0,0.36
0,5253,South Park Rally,PS,PS,1998,Racing,Acclaim Entertainment,0.2,0.13,0,0.02,0.36
0,5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,SNES,1994,Platform,Konami Digital Entertainment,0,0,0.36,0,0.36
0,5255,Monopoly,PS3,PS3,2008,Misc,Electronic Arts,0.25,0.06,0,0.04,0.36
0,5256,Mega Man Zero Collection,DS,DS,2010,Platform,Capcom,0.21,0.02,0.11,0.02,0.36
0,5257,Arctic Thunder,PS2,PS2,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36
0,5258,G-Force,PSP,PSP,2009,Action,Electronic Arts,0.24,0.07,0,0.05,0.36
0,5259,NHL 2K10,PS2,PS2,2009,Sports,Take-Two Interactive,0.17,0.14,0,0.05,0.36
0,5260,Football Manager Handheld 2010,PSP,PSP,2009,Sports,Sega,0,0.26,0,0.09,0.36
0,5261,J-League Pro Soccer Club o Tsukurou!,DC,DC,1999,Sports,Sega,0,0,0.36,0,0.36
0,5262,Wonder Pets! Save the Animals!,DS,DS,2008,Adventure,Take-Two Interactive,0.33,0,0,0.02,0.36
0,5263,Formula 1 Championship Edition,PS,PS,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36
0,5264,Shrek,XB,XB,2001,Platform,TDK Mediactive,0.25,0.1,0,0.01,0.36
0,5265,CSI: Deadly Intent - The Hidden Cases,DS,DS,2009,Adventure,Ubisoft,0.16,0.16,0,0.04,0.35
0,5266,SOCOM: Tactical Strike,PSP,PSP,2007,Shooter,Sony Computer Entertainment,0.32,0.01,0,0.03,0.35
0,5267,Blasto,PS,PS,1998,Action,Sony Computer Entertainment,0.2,0.13,0,0.02,0.35
0,5268,Trauma Center: Second Opinion,Wii,Wii,2006,Simulation,Nintendo,0.28,0.02,0.03,0.03,0.35
0,5269,Backyard Baseball 2006,GBA,GBA,2005,Sports,Atari,0.25,0.09,0,0.01,0.35
0,5270,Dark Souls III,XOne,XOne,2016,Role-Playing,Namco Bandai Games,0.23,0.09,0,0.03,0.35
0,5271,Cabela's Outdoor Adventures (2006),PS2,PS2,2005,Sports,Zoo Digital Publishing,0.17,0.14,0,0.05,0.35
0,5272,Nicktoons: Unite!,GC,GC,2005,Adventure,THQ,0.27,0.07,0,0.01,0.35
0,5273,Suikoden V,PS2,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35
0,5274,Picross 2,GB,GB,1996,Puzzle,Nintendo,0,0,0.35,0,0.35
0,5275,Remember Me,PS3,PS3,2013,Action,Capcom,0.1,0.18,0,0.07,0.35
0,5276,Battalion Wars 2,Wii,Wii,2007,Strategy,Nintendo,0.22,0.03,0.08,0.02,0.35
0,5277,Outlaw Golf 2,PS2,PS2,2004,Sports,Global Star,0.17,0.14,0,0.05,0.35
0,5278,SpongeBob's Boating Bash,Wii,Wii,2010,Misc,THQ,0.25,0.07,0,0.03,0.35
0,5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,3DS,2013,Action,Namco Bandai Games,0,0,0.35,0,0.35
0,5280,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,PS3,2010,Sports,Sega,0.09,0.2,0,0.07,0.35
0,5281,Momotarou Dentetsu 12,PS2,PS2,2003,Misc,Hudson Soft,0,0,0.35,0,0.35
0,5282,Mini Ninjas,PS3,PS3,2009,Action,Eidos Interactive,0.14,0.16,0,0.06,0.35
0,5283,Tekken Tag Tournament 2,X360,X360,2012,Fighting,Namco Bandai Games,0.19,0.12,0.01,0.03,0.35
0,5284,Batman: Rise of Sin Tzu,PS2,PS2,2003,Action,Ubisoft,0.17,0.13,0,0.05,0.35
0,5285,Disney's Tarzan: Return to the Jungle,GBA,GBA,2002,Action,Activision,0.25,0.09,0,0.01,0.35
0,5286,Cabela's Dangerous Hunts,XB,XB,2003,Sports,Zoo Digital Publishing,0.26,0.08,0,0.01,0.35
0,5287,Terminator Salvation,X360,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0,0.04,0.35
0,5288,Jikkyou Powerful Pro Yakyuu 13,PS2,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35
0,5289,Fossil Fighters: Frontier,3DS,3DS,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.35
0,5290,Star Fox: Zero,WiiU,WiiU,2016,Shooter,Nintendo,0.16,0.1,0.07,0.03,0.35
0,5291,Mega Man X3,SNES,SNES,1995,Action,Laguna,0.04,0.01,0.3,0,0.35
0,5292,Mini Ninjas,DS,DS,2009,Action,Eidos Interactive,0.17,0.15,0,0.04,0.35
0,5293,Stunt Race FX,SNES,SNES,1993,Racing,Nintendo,0,0,0.35,0,0.35
0,5294,Bloody Roar 3,PS2,PS2,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35
0,5295,WWE Crush Hour,PS2,PS2,2003,Racing,THQ,0.17,0.13,0,0.04,0.35
0,5296,Persona 2: Eternal Punishment,PS,PS,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35
0,5297,Star Wars: Flight of the Falcon,GBA,GBA,2003,Action,THQ,0.25,0.09,0,0.01,0.35
0,5298,One Piece: Gigant Battle 2 Shin Sekai,DS,DS,2011,Fighting,Namco Bandai Games,0,0,0.35,0,0.35
0,5299,Pac-Man All-Stars,PS3,PS3,2011,Fighting,Namco Bandai Games,0.2,0.08,0.04,0.04,0.35
0,5300,Def Jam Rapstar,Wii,Wii,2010,Misc,Konami Digital Entertainment,0.31,0.02,0,0.02,0.35
0,5301,SimCity Creator,DS,DS,2008,Simulation,Electronic Arts,0.3,0.03,0,0.03,0.35
0,5302,Hannah Montana: The Movie,Wii,Wii,2009,Adventure,Disney Interactive Studios,0.13,0.18,0,0.04,0.35
0,5303,Angry Birds Star Wars,Wii,Wii,2013,Strategy,Activision,0.21,0.1,0,0.03,0.35
0,5304,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,Wii,,Action,N/A,0.15,0.05,0.14,0.01,0.35
0,5305,Mega Man ZX Advent,DS,DS,2007,Platform,Capcom,0.23,0,0.09,0.02,0.35
0,5306,Jikkyou Powerful Pro Yakyuu 2000,N64,N64,2000,Sports,Konami Digital Entertainment,0,0,0.29,0.06,0.35
0,5307,Sniper: Ghost Warrior 2,PS3,PS3,2013,Shooter,City Interactive,0.05,0.19,0.03,0.07,0.35
0,5308,Racquet Sports,PS3,PS3,2010,Sports,Ubisoft,0.11,0.17,0,0.06,0.35
0,5309,Harry Potter and the Deathly Hallows - Part 2,Wii,Wii,2011,Action,Electronic Arts,0.18,0.14,0,0.03,0.35
0,5310,Supreme Commander 2,X360,X360,2010,Strategy,Square Enix,0.23,0.1,0,0.03,0.35
0,5311,Resident Evil: Dead Aim,PS2,PS2,2003,Action,Capcom,0.17,0.13,0,0.04,0.35
0,5312,Need for Speed Carbon,GC,GC,2006,Racing,Electronic Arts,0.27,0.07,0,0.01,0.35
0,5313,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,GBA,2003,Action,THQ,0.25,0.09,0,0.01,0.35
0,5314,SpongeBob SquarePants: The Yellow Avenger,DS,DS,2005,Action,THQ,0.32,0,0,0.02,0.35
0,5315,The Fairly Odd Parents: Shadow Showdown,PS2,PS2,2004,Platform,THQ,0.17,0.13,0,0.04,0.35
0,5316,Saban's Power Rangers: Lightspeed Rescue,PS,PS,2000,Action,THQ,0.19,0.13,0,0.02,0.35
